,HOLX,"Hologic, Inc.",60.65,41.14,,47.42%
,AIZ,"Assurant, Inc.",119.45,77.8,,53.53%
,SWKS,Skyworks Solutions Inc,137.79,91.66,,50.33%
,FDX,FedEx Corporation,236.34,154,,53.47%
,CSCO,"Cisco Systems, Inc.",40.37,25.98,,55.39%
,LH,Laboratory Corp. of America Holdings,183.13,119.94,,52.68%
,EXR,"Extra Space Storage, Inc.",111.33,74.82,,48.80%
,ETR,Entergy Corporation,96.72,63.23,,52.97%
,FLT,"FleetCor Technologies, Inc.",235.04,153.49,,53.13%
,ABBV,AbbVie Inc,90.49,59.2,,52.85%
,SBUX,Starbucks Corporation,86.63,56.91,,52.22%
,TJX,TJX Companies Inc,55.47,35.49,,56.30%
,ORCL,Oracle Corporation,59.46,37.99,,56.51%
,MDT,Medtronic PLC,106.97,69.93,,52.97%
,MAA,Mid-America Apartment Communities Inc,119.65,78.65,,52.13%
,LEN,Lennar Corporation,79,52.36,,50.88%
,PEP,"PepsiCo, Inc.",136.67,92.06,,48.46%
,STZ,"Constellation Brands, Inc. Class A",195.31,128.54,,51.94%
,MS,Morgan Stanley,51.15,34.58,,47.92%
,EMR,Emerson Electric Co.,68.19,46.32,,47.22%
,AEP,American Electric Power Company Inc,80.34,53.85,,49.19%
,TSN,"Tyson Foods, Inc.",65.31,43.73,,49.35%
,IT,Gartner Inc,132.56,87.36,,51.74%
,PCAR,PACCAR Inc,86.36,58.27,,48.21%
,FOXA,Fox Corp Class A,28.66,19.57722,,46.39%
,CINF,Cincinnati Financial Corporation,77.67,53.5,,45.18%
,CHRW,CH Robinson Worldwide Inc,100.71,69.49,,44.93%
,EVRG,Evergy Inc,52.79,36.19,,45.87%
,CBRE,CBRE Group Inc,48.78,32.97,,47.95%
,KMB,Kimberly Clark Corp,148.5,105.64,,40.57%
,FCX,Freeport-McMoRan Inc,16.36,11.29,,44.91%
,AKAM,"Akamai Technologies, Inc.",108.19,75.2,,43.87%
,TWTR,Twitter Inc,38.77,27.17,,42.69%
,TIF,Tiffany & Co.,113.19,80.32,,40.92%
,FOX,Fox Corp Class B,28.7,19.80564,,44.91%
,RJF,"Raymond James Financial, Inc.",75.98,52.53,,44.64%
,AOS,A. O. Smith Corp,49.86,34.87,,42.99%
,GL,Globe Life Inc,83.23,58.25,,42.88%
,O,Realty Income Corp,65.5,45.8,,43.01%
,NTAP,NetApp Inc.,45.38,32.19,,40.98%
,ZBH,Zimmer Biomet Holdings Inc,140.59,99.97,,40.63%
,ULTA,Ulta Beauty Inc,234.14,164.06,,42.72%
,AMP,"Ameriprise Financial, Inc.",156.03,109.84,,42.05%
,BKNG,Booking Holdings Inc,1784.59,1318.8,,35.32%
,DRI,"Darden Restaurants, Inc.",91.61,62.72,,46.06%
,AXP,American Express Company,107.27,76.5,,40.22%
,MAR,Marriott International Inc,104.68,72.24,,44.91%
,DLTR,"Dollar Tree, Inc.",88.92,66.24,,34.24%
,MDLZ,MONDELEZ INTERNATIONAL INC Common Stock,58.01,42.99,,34.94%
,CBOE,Cboe Global Markets Inc,89.94,65.94,,36.40%
,KO,Coca-Cola Co,50.71,38.5,,31.71%
,PEG,Public Service Enterprise Group Inc.,52.48,39.59,,32.56%
,NI,NiSource Inc.,22.38,16.86,,32.74%
