Ticker,Name,Current Price,1month,1mth growth,6month,6mth growth,1year,1 yr growth,3year,3 yr growth,5year,5 yr growth
INX,S&P 500,3383.54,3372.85,0.32%,2386.13,41.80%,2997.96,12.86%,2125.77,59.17%,1953.03,73.25%
