,ANET,Arista Networks Inc,205.53,,157.04,30.88%
,ARE,Alexandria Real Estate Equities Inc,163.68,,122.31,33.82%
,PKG,Packaging Corp Of America,105.93,,#N/A,#N/A
,VRTX,Vertex Pharmaceuticals Incorporated,264.8,,199.77,32.55%
,FRC,First Republic Bank,107.9,,82.92,30.13%
,AMGN,"Amgen, Inc.",246.75,,188.68,30.78%
,TROW,T. Rowe Price Group Inc,127.41,,97.55,30.61%
,LVS,Las Vegas Sands Corp.,53.1,,40.39,31.47%
,AOS,A. O. Smith Corp,49.86,,37.99,31.25%
,NTRS,Northern Trust Corporation,80.5,,62.22,29.38%
,COF,Capital One Financial Corp.,74.64,,55.45,34.61%
,WMT,Walmart Inc,137.32,,106.76,28.62%
,CDW,CDW common stock,113.15,,86.97,30.10%
,AKAM,"Akamai Technologies, Inc.",108.19,,83.23,29.99%
,DGX,Quest Diagnostics Inc,112.72,,86.39,30.48%
,MDLZ,MONDELEZ INTERNATIONAL INC Common Stock,58.01,,45.1,28.63%
,AJG,Arthur J Gallagher & Co,102.61,,79.85,28.50%
,PG,Procter & Gamble Co,138.63,,108.5,27.77%
,NRG,NRG Energy Inc,31.54,,24.89,26.72%
,COP,ConocoPhillips,33.52,,26.08,28.53%
,MMM,3M Co,168.46,,130.91,28.68%
,SNA,Snap-on Incorporated,152.83,,116.48,31.21%
,TT,Trane Technologies PLC,118.99,,92.19,29.07%
,CAG,Conagra Brands Inc,34.59,,27.21,27.12%
,NOV,"National-Oilwell Varco, Inc.",11.3,,8.86,27.54%
,FANG,Diamondback Energy Inc,31.06,,23.49,32.23%
,EFX,Equifax Inc.,163.32,,128.93,26.67%
,COO,Cooper Companies Inc,334.55,,259.43,28.96%
,CMA,Comerica Incorporated,41,,31.45,30.37%
,RSG,"Republic Services, Inc.",96.76,,76.12,27.12%
,VFC,VF Corp,73.21,,55.72,31.39%
,WLTW,Willis Towers Watson PLC,206.2,,164.01,25.72%
,HLT,Hilton Hotels Corporation Common Stock,92.31,,69.54,32.74%
,EOG,EOG Resources Inc,39.17,,31.1,25.95%
,AFL,AFLAC Incorporated,37.07,,28.99,27.87%
,XRAY,DENTSPLY SIRONA Inc,45.9,,35.18,30.47%
,NLOK,NortonLifeLock Inc,21.26,,16.84,26.25%
,FFIV,"F5 Networks, Inc.",121.64,,95.66,27.16%
,PEAK,Healthpeak Properties Inc,28.76,,22.27,29.14%
,FLS,Flowserve Corp,28.24,,22.5,25.51%
,JNPR,"Juniper Networks, Inc.",23.12,,18.49,25.04%
,BAC,Bank of America Corp,25.75,,20.44,25.98%
,RMD,ResMed Inc.,174.43,,137.93,26.46%
,HSIC,"Henry Schein, Inc.",63.73,,51.65,23.39%
,SLB,Schlumberger NV,18.03,,14.41,25.12%
,MCK,McKesson Corporation,150.9,,121.28,24.42%
,ALK,"Alaska Air Group, Inc.",41.51,,32.53,27.61%
,CMCSA,Comcast Corporation,45.27,,36.04,25.61%
,C,Citigroup Inc,48.15,,#N/A,#N/A
,KEY,KeyCorp,12.81,,9.99,28.23%
,BA,Boeing Co,165.35,,129.61,27.58%
,VRSN,"Verisign, Inc.",202,,160.28,26.03%
,REGN,Regeneron Pharmaceuticals Inc,564.2,,440.83,27.99%
,AVY,Avery Dennison Corp,121.81,,97.01,25.56%
,BK,Bank of New York Mellon Corp,35.96,,29.18,23.24%
,AMT,American Tower Corp,253.9,,202.75,25.23%
,CL,Colgate-Palmolive Company,77.15,,#N/A,#N/A
,PNC,PNC Financial Services Group Inc,114.18,,89.97,26.91%
,HON,Honeywell International Inc.,168.47,,135.27,24.54%
,UAA,Under Armour Inc Class A,11.72,,9.2,27.39%
,INCY,Incyte Corporation,93.15,,71.6,30.10%
,TDY,Teledyne Technologies Incorporated,321.74,,254.87,26.24%
,TYL,"Tyler Technologies, Inc.",330.05,,264.83,24.63%
,DVA,Davita Inc,87.79,,71.74,22.37%
,BRK.B,Berkshire Hathaway Inc. Class B,219.94,,177.77,23.72%
,IBM,IBM Common Stock,122.09,,99.08,23.22%
,ECL,Ecolab Inc.,204.89,,166.12,23.34%
,CLX,Clorox Co,217.46,,174.69,24.48%
,MLM,"Martin Marietta Materials, Inc.",216.48,,171.39,26.31%
,IVZ,Invesco Ltd.,10.68,,8.75,22.06%
,CBRE,CBRE Group Inc,48.78,,38.4,27.03%
,AIG,American International Group Inc,29.4,,23.25,26.45%
,ROST,"Ross Stores, Inc.",93.77,,73.93,26.84%
,CCL,Carnival Corp,17.85,,14.57,22.51%
,FOX,Fox Corp Class B,28.7,,23.19,23.76%
,IRM,Iron Mountain Inc,28.96,,24.63,17.58%
,MRK,"Merck & Co., Inc.",84.16,,69.92,20.37%
,ABBV,AbbVie Inc,90.49,,74.27,21.84%
,LW,Lamb Weston Holdings Inc,65.61,,52.44,25.11%
,AXP,American Express Company,107.27,,85.87,24.92%
,BKR,Baker Hughes Co,14.63,,11.61,26.01%
,PEP,"PepsiCo, Inc.",136.67,,113.09,20.85%
,NOC,Northrop Grumman Corporation,338.45,,282.59,19.77%
,COST,Costco Wholesale Corporation,342.92,,283.18,21.10%
,CTXS,"Citrix Systems, Inc.",135.4,,110.74,22.27%
,PFE,Pfizer Inc.,37.01,,30.18,22.63%
,IFF,International Flavors & Fragrances Inc,122.98,,101.49,21.17%
,RHI,Robert Half International Inc.,53.5,,43.44,23.16%
,CB,Chubb Ltd,120.88,,101.42,19.19%
,LHX,L3Harris Technologies Inc,181.63,,152.23,19.31%
,GPN,Global Payments Inc,170.19,,139.83,21.71%
,UA,Under Armour Inc Class C,10.3,,8.33,23.65%
,AWK,American Water Works Company Inc,142.88,,118.81,20.26%
,SBAC,SBA Communications Corporation,309.69,,256.71,20.64%
,ZION,Zions Bancorporation NA,32.27,,26.56,21.50%
,FTI,TechnipFMC PLC,6.75,,5.73,17.80%
,DVN,Devon Energy Corp,9.12,,7.57,20.48%
,CSCO,"Cisco Systems, Inc.",40.37,,33.71,19.76%
,PSX,Phillips 66,58.37,,48.27,20.92%
,AON,Aon PLC,201.96,,170.53,18.43%
,XEL,Xcel Energy Inc,69.54,,58.36,19.16%
,PSA,Public Storage,224.74,,186.97,20.20%
,J,Jacobs Engineering Group Inc,94.03,,78.87,19.22%
